AC	ID	Organism	OrganismId	#Localizations_exp	#Localizations_nonExp	Localization
O27041	VATI_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9UXU2	VATI_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O57721	VATI_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9UWW3	VATI_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9HM61	VATI_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q5JDS2	VATI_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cell membrane; Multi-pass membrane protein (Potential).
P84625	VHCA_ARCPA 	Archaeoglobus profundus                 	572546	1	0	Cytoplasm.
P84624	VHCD_ARCPA 	Archaeoglobus profundus                 	572546	1	0	Cytoplasm.
P84627	VHCG_ARCPA 	Archaeoglobus profundus                 	572546	1	0	Cytoplasm.
Q58899	WECB_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
Q6LZC4	WECB_METMP 	Methanococcus maripaludis               	267377	0	1	Cytoplasm (By similarity).
O30142	WTPA_ARCFU 	Archaeoglobus fulgidus                  	224325	1	0	Cell membrane; Peripheral membrane protein.
Q58586	WTPA_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q9V2C4	WTPA_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q8U4K5	WTPA_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O57890	WTPA_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q5JEB6	WTPA_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O30143	WTPB_ARCFU 	Archaeoglobus fulgidus                  	224325	1	0	Cell membrane; Multi-pass membrane protein.
Q58763	WTPB_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q9V2C1	WTPB_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q8U4K4	WTPB_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
O57893	WTPB_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q5JEB3	WTPB_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
O30144	WTPC_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q58762	WTPC_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q9V2C0	WTPC_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q8U4K3	WTPC_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O57896	WTPC_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q5JEB0	WTPC_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O26979	XERCL_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (By similarity).
Q9V1P5	XERCL_PYRAB	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (By similarity).
O59490	XERCL_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (By similarity).
Q5JHA3	XERCL_THEKO	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (By similarity).
B6YWN8	XERCL_THEON	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (By similarity).
Q8TZV9	XERC_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (By similarity).
Q60318	Y007_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q60324	Y018_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q60333	Y023_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q60336	Y027_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
A3CRI4	Y049_METMJ 	Methanoculleus marisnigri               	368407	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q60366	Y058_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Probable).
Q60371	Y067_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8U4L3	Y068_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O30151	Y085_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57550	Y085_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Lipid-anchor (Potential).
Q57552	Y087_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57556	Y091_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Probable).
O30141	Y095_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q57561	Y096_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30139	Y097_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30138	Y098_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
A6UQY1	Y1000_METVS	Methanococcus vannielii                 	406327	0	1	Cell membrane; Multi-pass membrane protein (Potential).
A3CU85	Y1002_METMJ	Methanoculleus marisnigri               	368407	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29249	Y1013_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29246	Y1016_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58423	Y1017_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30135	Y101_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q8U230	Y1020_PYRFU	Pyrococcus furiosus                     	186497	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O27101	Y1022_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58430	Y1024_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58437	Y1031_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58438	Y1032_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58442	Y1036_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8PY27	Y1037_METMA	Methanosarcina mazei                    	192952	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q8PY26	Y1038_METMA	Methanosarcina mazei                    	192952	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O58759	Y1038_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O58758	Y1039_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Lipid-anchor (Potential).
P95957	Y104_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (By similarity).
Q12X42	Y1051_METBU	Methanococcoides burtonii               	259564	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30131	Y105_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58467	Y1068_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57570	Y106_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58472	Y1072_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q8TWG2	Y1073_METKA	Methanopyrus kandleri                   	190192	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58474	Y1074_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58478	Y1078_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
B6YWV3	Y1078_THEON	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (Potential).
Q58479	Y1079_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57571	Y107_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9HLW7	Y107_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58480	Y1080_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58489	Y1089_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58492	Y1092_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29169	Y1096_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q6L013	Y1104_PICTO	Picrophilus torridus                    	263820	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q2FLB3	Y1107_METHJ	Methanospirillum hungatei JF-1          	323259	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58507	Y1107_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q57574	Y110_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58513	Y1113_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q972J5	Y1136_SULTO	Sulfolobus tokodaii                     	273063	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q58537	Y1137_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58538	Y1138_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58541	Y1141_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58547	Y1147_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29105	Y1161_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q58561	Y1161_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58578	Y1177_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58580	Y1180_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58589	Y1189_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58596	Y1196_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58607	Y1210_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
A6UWB6	Y1211_META3	Methanococcus aeolicus                  	419665	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O27279	Y1211_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O58969	Y1214_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Lipid-anchor (Potential).
O58968	Y1215_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O58967	Y1216_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58616	Y1219_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29047	Y1221_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q58618	Y1221_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58620	Y1223_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29043	Y1225_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q58623	Y1226_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30114	Y123_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29019	Y1249_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O27318	Y1250_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58651	Y1254_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O27329	Y1261_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29002	Y1266_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29000	Y1268_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58676	Y1280_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28985	Y1283_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58679	Y1283_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q6LXR6	Y1283_METMP	Methanococcus maripaludis               	267377	0	1	Membrane; Single-pass membrane protein (Potential).
Q58681	Y1285_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58682	Y1286_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58685	Y1289_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58686	Y1290_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58689	Y1293_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q57593	Y129_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28968	Y1301_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q2FNZ0	Y1303_METHJ	Methanospirillum hungatei JF-1          	323259	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9UZ49	Y1305_PYRAB	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58702	Y1306_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58703	Y1307_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58704	Y1308_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58705	Y1309_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9V2E4	Y130_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q58706	Y1310_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58713	Y1317_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58714	Y1318_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58715	Y1319_METJA	Methanocaldococcus jannaschii           	243232	1	0	Cell membrane; Multi-pass membrane protein.
Q57595	Y131_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O59045	Y1321_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Membrane; Single-pass membrane protein (Potential).
O28942	Y1327_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O57872	Y132_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28934	Y1335_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O26236	Y133_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q58739	Y1343_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Probable).
Q58749	Y1354_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
C4KH98	Y1356_SULIK	Sulfolobus islandicus                   	426118	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58753	Y1358_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
C3NE86	Y1358_SULIY	Sulfolobus islandicus                   	439386	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58756	Y1361_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58757	Y1362_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
C3MVC3	Y1364_SULIM	Sulfolobus islandicus                   	427317	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58760	Y1365_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58768	Y1373_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58770	Y1375_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57601	Y137_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
O26240	Y137_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O27435	Y1382_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58781	Y1386_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
A0B8Y7	Y1386_METTP	Methanosaeta thermophila                	349307	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58788	Y1393_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58789	Y1394_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58790	Y1395_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58791	Y1396_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58795	Y1400_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q9UYV6	Y1401_PYRAB	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58798	Y1403_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
C3N5M2	Y1414_SULIA	Sulfolobus islandicus                   	427318	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8TQW9	Y1418_METAC	Methanosarcina acetivorans              	188937	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q8Q0J5	Y141_METMA 	Methanosarcina mazei                    	192952	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28852	Y1420_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
O28851	Y1421_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58828	Y1433_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28838	Y1434_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9UYS2	Y1435_PYRAB	Pyrococcus abyssi                       	272844	0	1	Membrane; Single-pass membrane protein (Potential).
Q58837	Y1442_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58838	Y1443_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28817	Y1455_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28815	Y1457_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58852	Y1457_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30092	Y145_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28812	Y1460_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
C3MQ04	Y1460_SULIL	Sulfolobus islandicus                   	429572	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28810	Y1462_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58863	Y1468_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58864	Y1469_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
O30091	Y146_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q58865	Y1470_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58866	Y1471_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58872	Y1477_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58874	Y1479_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
O28790	Y1482_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58878	Y1483_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
C3NHG3	Y1483_SULIN	Sulfolobus islandicus                   	419942	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58880	Y1485_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28785	Y1487_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30089	Y148_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58886	Y1491_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58887	Y1492_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58890	Y1495_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q8U0T6	Y1496_PYRFU	Pyrococcus furiosus                     	186497	0	1	Membrane; Single-pass membrane protein (Potential).
O28773	Y1499_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30088	Y149_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57613	Y149_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58901	Y1506_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58902	Y1507_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
A3CVP0	Y1511_METMJ	Methanoculleus marisnigri               	368407	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O59180	Y1511_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Membrane; Single-pass membrane protein (Potential).
Q58911	Y1516_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28748	Y1524_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58920	Y1525_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58922	Y1527_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58925	Y1530_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Potential).
O28739	Y1533_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Probable).
Q58930	Y1535_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
O28726	Y1546_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30083	Y154_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28720	Y1552_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Probable).
Q58948	Y1553_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58951	Y1556_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28712	Y1560_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q58955	Y1560_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58956	Y1561_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28710	Y1562_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58957	Y1562_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58961	Y1566_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28703	Y1569_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58964	Y1569_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
